Date compared,Date assessed,Slope IDs,Tree IDs,Status (in Order / follow-up
2022-10-16,2022-10-17,SA1745,TS015,"day1 Kurtosis: 2.9791997305751488, day2 Kurtosis: 3.014310137789164Follow-Up (Sway): F = 1.09011 day1: 4.52380 day2: 4.93148"
2022-10-16,2022-10-17,SA2322,TS001,"day1 Kurtosis: 3.0004476339188004, day2 Kurtosis: 2.974729239382288"
2022-10-16,2022-10-17,SA1652,TS003,"day1 Kurtosis: 2.9972662828068084, day2 Kurtosis: 2.9903249313630194Follow-Up (Sway): F = 1.03796 day1: 5.34967 day2: 5.55279"
2022-10-16,2022-10-17,SA1707,TS001,No Data
2022-10-16,2022-10-17,SA1706,TS001,"day1 Kurtosis: 2.9830979119363317, day2 Kurtosis: 3.0175298210630928Follow-Up (Sway): F = 1.03403 day1: 5.50363 day2: 5.69094"
2022-10-16,2022-10-17,SA1860,TS058,"day1 Kurtosis: 2.885493768080618, day2 Kurtosis: 2.988465942835487"
2022-10-17,2022-10-18,SA1745,TS008,"day1 Kurtosis: 2.9777385191771244, day2 Kurtosis: 12.718413431649449, Follow-Up (Trend) day1: 0.08919 day2: 0.08177"
2022-10-17,2022-10-18,SA1745,TS013,"day1 Kurtosis: 5.9780599502059335, day2 Kurtosis: 3.7375855340412"
2022-10-17,2022-10-18,SA1745,TS015,"day1 Kurtosis: 3.014310137789164, day2 Kurtosis: 9.123124250120291"
2022-10-17,2022-10-18,SA2322,TS001,"day1 Kurtosis: 2.974729239382288, day2 Kurtosis: 4.324353755266731, Follow-Up (Trend) day1: 0.03812 day2: 0.03447"
2022-10-17,2022-10-18,SA1652,TS003,"day1 Kurtosis: 2.993858435258413, day2 Kurtosis: 3.2854661291486185Follow-Up (Sway): F = 1.41553 day1: 5.54216 day2: 7.84512"
2022-10-17,2022-10-18,SA1707,TS001,No Data
2022-10-17,2022-10-18,SA1706,TS001,"day1 Kurtosis: 3.0175298210630928, day2 Kurtosis: 4.575565609786539, Follow-Up (Trend) day1: 0.05368 day2: 0.04909"
2022-10-17,2022-10-18,SA1860,TS058,"day1 Kurtosis: 2.988465942835487, day2 Kurtosis: 2.8580289798288"
2022-10-18,2022-10-19,SA1745,TS008,"day1 Kurtosis: 12.718413431649449, day2 Kurtosis: 2.615766705807492"
2022-10-18,2022-10-19,SA1745,TS013,"day1 Kurtosis: 3.7375855340412, day2 Kurtosis: 6.762818580197755"
2022-10-18,2022-10-19,SA1745,TS015,"day1 Kurtosis: 9.123124250120291, day2 Kurtosis: 3.02926667765082"
2022-10-18,2022-10-19,SA2322,TS001,"day1 Kurtosis: 4.324353755266731, day2 Kurtosis: 2.3856763338010043, Follow-Up (Trend) day1: 0.03447 day2: 0.02505"
2022-10-18,2022-10-19,SA1652,TS003,"day1 Kurtosis: 3.2854661291486185, day2 Kurtosis: 3.127994759764536"
2022-10-18,2022-10-19,SA1707,TS001,No Data
2022-10-18,2022-10-19,SA1706,TS001,"day1 Kurtosis: 4.685238073647518, day2 Kurtosis: 2.6220118317017618"
2022-10-18,2022-10-19,SA1860,TS058,"day1 Kurtosis: 2.8580289798288, day2 Kurtosis: 2.8304274560191134"
2022-10-19,2022-10-20,SA1745,TS008,In Order
2022-10-19,2022-10-20,SA1745,TS013,In Order
2022-10-19,2022-10-20,SA1745,TS015,In Order
2022-10-19,2022-10-20,SA2322,TS001,In Order
2022-10-19,2022-10-20,SA1652,TS003,In Order
2022-10-19,2022-10-20,SA1707,TS001,No Data
2022-10-19,2022-10-20,SA1706,TS001,In Order
2022-10-19,2022-10-20,SA1860,TS058,In Order
2022-10-20,2022-10-21,SA1745,TS008,In Order
2022-10-20,2022-10-21,SA1745,TS013,In Order
2022-10-20,2022-10-21,SA1745,TS015,In Order
2022-10-20,2022-10-21,SA2322,TS001,In Order
2022-10-20,2022-10-21,SA1652,TS003,In Order
2022-10-20,2022-10-21,SA1707,TS001,No Data
2022-10-20,2022-10-21,SA1706,TS001,In Order
2022-10-20,2022-10-21,SA1860,TS058,In Order
2022-10-21,2022-10-22,SA1745,TS008,In Order
2022-10-21,2022-10-22,SA1745,TS013,In Order
2022-10-21,2022-10-22,SA1745,TS015,In Order
2022-10-21,2022-10-22,SA2322,TS001,In Order
2022-10-21,2022-10-22,SA1652,TS003,In Order
2022-10-21,2022-10-22,SA1707,TS001,No Data
2022-10-21,2022-10-22,SA1706,TS001,In Order
2022-10-21,2022-10-22,SA1860,TS058,", Follow-Up (Trend) day1: 0.08794 day2: 0.08594"
2022-10-22,2022-10-23,SA1745,TS008,In Order
2022-10-22,2022-10-23,SA1745,TS013,In Order
2022-10-22,2022-10-23,SA1745,TS015,In Order
2022-10-22,2022-10-23,SA2322,TS001,In Order
2022-10-22,2022-10-23,SA1652,TS003,In Order
2022-10-22,2022-10-23,SA1707,TS001,No Data
2022-10-22,2022-10-23,SA1706,TS001,In Order
2022-10-22,2022-10-23,SA1860,TS058,", Follow-Up (Trend) day1: 0.08594 day2: 0.07764"
2022-10-23,2022-10-24,SA1745,TS008,In Order
2022-10-23,2022-10-24,SA1745,TS013,In Order
2022-10-23,2022-10-24,SA1745,TS015,In Order
2022-10-23,2022-10-24,SA2322,TS001,In Order
2022-10-23,2022-10-24,SA1652,TS003,In Order
2022-10-23,2022-10-24,SA1707,TS001,No Data
2022-10-23,2022-10-24,SA1706,TS001,In Order
2022-10-23,2022-10-24,SA1860,TS058,In Order
2022-10-24,2022-10-25,SA1745,TS008,In Order
2022-10-24,2022-10-25,SA1745,TS013,In Order
2022-10-24,2022-10-25,SA1745,TS015,In Order
2022-10-24,2022-10-25,SA2322,TS001,In Order
2022-10-24,2022-10-25,SA1652,TS003,In Order
2022-10-24,2022-10-25,SA1707,TS001,No Data
2022-10-24,2022-10-25,SA1706,TS001,In Order
2022-10-24,2022-10-25,SA1860,TS058,In Order
2022-10-25,2022-10-26,SA1745,TS008,In Order
2022-10-25,2022-10-26,SA1745,TS013,In Order
2022-10-25,2022-10-26,SA1745,TS015,In Order
2022-10-25,2022-10-26,SA2322,TS001,In Order
2022-10-25,2022-10-26,SA1652,TS003,In Order
2022-10-25,2022-10-26,SA1707,TS001,In Order
2022-10-25,2022-10-26,SA1706,TS001,In Order
2022-10-25,2022-10-26,SA1860,TS058,In Order
2022-10-25,2022-10-26,SA2114,TS003,In Order
2022-10-25,2022-10-26,SA20307,TS001,In Order
2022-10-25,2022-10-26,SA3110,Dead tree 1,In Order
2022-10-25,2022-10-26,SA3110,Dead tree 2,In Order
2022-10-26,2022-10-27,SA1745,TS008,In Order
2022-10-26,2022-10-27,SA1745,TS013,In Order
2022-10-26,2022-10-27,SA1745,TS015,In Order
2022-10-26,2022-10-27,SA2322,TS001,In Order
2022-10-26,2022-10-27,SA1652,TS003,In Order
2022-10-26,2022-10-27,SA1707,TS001,Follow-Up (Sway): F = 1.23676 day1: 3.49979 day2: 4.32843
2022-10-26,2022-10-27,SA1706,TS001,In Order
2022-10-26,2022-10-27,SA1860,TS058,Follow-Up (Sway): F = 1.06178 day1: 5.01132 day2: 5.32097
2022-10-26,2022-10-27,SA2114,TS003,In Order
2022-10-26,2022-10-27,SA20307,TS001,In Order
2022-10-26,2022-10-27,SA3110,Dead tree 1,In Order
2022-10-26,2022-10-27,SA3110,Dead tree 2,In Order
2022-10-27,2022-10-28,SA1745,TS008,In Order
2022-10-27,2022-10-28,SA1745,TS013,In Order
2022-10-27,2022-10-28,SA1745,TS015,In Order
2022-10-27,2022-10-28,SA2322,TS001,In Order
2022-10-27,2022-10-28,SA1652,TS003,In Order
2022-10-27,2022-10-28,SA1707,TS001,In Order
2022-10-27,2022-10-28,SA1706,TS001,In Order
2022-10-27,2022-10-28,SA1860,TS058,In Order
2022-10-27,2022-10-28,SA2114,TS003,In Order
2022-10-27,2022-10-28,SA20307,TS001,In Order
2022-10-27,2022-10-28,SA3110,Dead tree 1,", Follow-Up (Trend) day1: -0.0361 day2: -0.0541"
2022-10-27,2022-10-28,SA3110,Dead tree 2,In Order
2022-10-28,2022-10-29,SA1745,TS008,In Order
2022-10-28,2022-10-29,SA1745,TS013,In Order
2022-10-28,2022-10-29,SA1745,TS015,In Order
2022-10-28,2022-10-29,SA2322,TS001,In Order
2022-10-28,2022-10-29,SA1652,TS003,In Order
2022-10-28,2022-10-29,SA1707,TS001,In Order
2022-10-28,2022-10-29,SA1706,TS001,In Order
2022-10-28,2022-10-29,SA1860,TS058,In Order
2022-10-28,2022-10-29,SA2114,TS003,In Order
2022-10-28,2022-10-29,SA20307,TS001,In Order
2022-10-28,2022-10-29,SA3110,Dead tree 1,", Follow-Up (Trend) day1: -0.0541 day2: -0.0614"
2022-10-28,2022-10-29,SA3110,Dead tree 2,In Order
2022-10-29,2022-10-30,SA1745,TS008,In Order
2022-10-29,2022-10-30,SA1745,TS013,In Order
2022-10-29,2022-10-30,SA1745,TS015,In Order
2022-10-29,2022-10-30,SA2322,TS001,In Order
2022-10-29,2022-10-30,SA1652,TS003,In Order
2022-10-29,2022-10-30,SA1707,TS001,In Order
2022-10-29,2022-10-30,SA1706,TS001,In Order
2022-10-29,2022-10-30,SA1860,TS058,In Order
2022-10-29,2022-10-30,SA2114,TS003,In Order
2022-10-29,2022-10-30,SA20307,TS001,In Order
2022-10-29,2022-10-30,SA3110,Dead tree 1,In Order
2022-10-29,2022-10-30,SA3110,Dead tree 2,In Order
2022-10-30,2022-10-31,SA1745,TS008,In Order
2022-10-30,2022-10-31,SA1745,TS013,In Order
2022-10-30,2022-10-31,SA1745,TS015,In Order
2022-10-30,2022-10-31,SA2322,TS001,In Order
2022-10-30,2022-10-31,SA1652,TS003,In Order
2022-10-30,2022-10-31,SA1707,TS001,In Order
2022-10-30,2022-10-31,SA1706,TS001,In Order
2022-10-30,2022-10-31,SA1860,TS058,In Order
2022-10-30,2022-10-31,SA2114,TS003,Follow-Up (Sway): F = 1.09423 day1: 4.72609 day2: 5.17144
2022-10-30,2022-10-31,SA20307,TS001,In Order
2022-10-30,2022-10-31,SA3110,Dead tree 1,In Order
2022-10-30,2022-10-31,SA3110,Dead tree 2,In Order
2022-10-31,2022-11-01,SA1745,TS008,No Data
2022-10-31,2022-11-01,SA1745,TS013,No Data
2022-10-31,2022-11-01,SA1745,TS015,No Data
2022-10-31,2022-11-01,SA2322,TS001,No Data
2022-10-31,2022-11-01,SA1652,TS003,No Data
2022-10-31,2022-11-01,SA1707,TS001,No Data
2022-10-31,2022-11-01,SA1706,TS001,No Data
2022-10-31,2022-11-01,SA1860,TS058,No Data
2022-10-31,2022-11-01,SA2114,TS003,No Data
2022-10-31,2022-11-01,SA20307,TS001,No Data
2022-10-31,2022-11-01,SA3110,Dead tree 1,No Data
2022-10-31,2022-11-01,SA3110,Dead tree 2,No Data
2022-10-31,2022-11-01,SA1745,TS008,In Order
2022-10-31,2022-11-01,SA1745,TS013,In Order
2022-10-31,2022-11-01,SA1745,TS015,In Order
2022-10-31,2022-11-01,SA2322,TS001,In Order
2022-10-31,2022-11-01,SA1652,TS003,In Order
2022-10-31,2022-11-01,SA1707,TS001,In Order
2022-10-31,2022-11-01,SA1706,TS001,In Order
2022-10-31,2022-11-01,SA1860,TS058,In Order
2022-10-31,2022-11-01,SA2114,TS003,In Order
2022-10-31,2022-11-01,SA20307,TS001,In Order
2022-10-31,2022-11-01,SA3110,Dead tree 1,In Order
2022-10-31,2022-11-01,SA3110,Dead tree 2,In Order
2022-11-01,2022-11-02,SA1745,TS008,In Order
2022-11-01,2022-11-02,SA1745,TS013,In Order
2022-11-01,2022-11-02,SA1745,TS015,No Data
2022-11-01,2022-11-02,SA2322,TS001,", Follow-Up (Trend) day1: 0.02402 day2: 0.01432"
2022-11-01,2022-11-02,SA1652,TS003,In Order
2022-11-01,2022-11-02,SA1707,TS001,In Order
2022-11-01,2022-11-02,SA1706,TS001,In Order
2022-11-01,2022-11-02,SA1860,TS058,In Order
2022-11-01,2022-11-02,SA2114,TS003,In Order
2022-11-01,2022-11-02,SA20307,TS001,In Order
2022-11-01,2022-11-02,SA3110,Dead tree 1,In Order
2022-11-01,2022-11-02,SA3110,Dead tree 2,In Order
2022-11-02,2022-11-03,SA1745,TS008,Follow-Up (Sway): F = 1.69260 day1: 5.61510 day2: 9.50417
2022-11-02,2022-11-03,SA1745,TS013,In Order
2022-11-02,2022-11-03,SA1745,TS015,In Order
2022-11-02,2022-11-03,SA2322,TS001,In Order
2022-11-02,2022-11-03,SA1652,TS003,In Order
2022-11-02,2022-11-03,SA1707,TS001,In Order
2022-11-02,2022-11-03,SA1706,TS001,In Order
2022-11-02,2022-11-03,SA1860,TS058,Follow-Up (Sway): F = 1.03425 day1: 4.87774 day2: 5.04480
2022-11-02,2022-11-03,SA2114,TS003,In Order
2022-11-02,2022-11-03,SA20307,TS001,In Order
2022-11-02,2022-11-03,SA3110,Dead tree 1,Follow-Up (Sway): F = 1.15269 day1: 5.45670 day2: 6.28989
2022-11-02,2022-11-03,SA3110,Dead tree 2,In Order
2022-11-03,2022-11-04,SA1745,TS008,In Order
2022-11-03,2022-11-04,SA1745,TS013,In Order
2022-11-03,2022-11-04,SA1745,TS015,In Order
2022-11-03,2022-11-04,SA2322,TS001,In Order
2022-11-03,2022-11-04,SA1652,TS003,In Order
2022-11-03,2022-11-04,SA1707,TS001,Follow-Up (Sway): F = 1.02855 day1: 3.70555 day2: 3.81137
2022-11-03,2022-11-04,SA1706,TS001,In Order
2022-11-03,2022-11-04,SA1860,TS058,In Order
2022-11-03,2022-11-04,SA2114,TS003,In Order
2022-11-03,2022-11-04,SA20307,TS001,In Order
2022-11-03,2022-11-04,SA3110,Dead tree 1,In Order
2022-11-03,2022-11-04,SA3110,Dead tree 2,In Order
2022-11-04,2022-11-05,SA1745,TS008,In Order
2022-11-04,2022-11-05,SA1745,TS013,In Order
2022-11-04,2022-11-05,SA1745,TS015,In Order
2022-11-04,2022-11-05,SA2322,TS001,In Order
2022-11-04,2022-11-05,SA1652,TS003,In Order
2022-11-04,2022-11-05,SA1707,TS001,In Order
2022-11-04,2022-11-05,SA1706,TS001,In Order
2022-11-04,2022-11-05,SA1860,TS058,In Order
2022-11-04,2022-11-05,SA2114,TS003,Follow-Up (Sway): F = 1.02791 day1: 4.66559 day2: 4.79582
2022-11-04,2022-11-05,SA20307,TS001,In Order
2022-11-04,2022-11-05,SA3110,Dead tree 1,In Order
2022-11-04,2022-11-05,SA3110,Dead tree 2,In Order
2022-11-05,2022-11-06,SA1745,TS008,In Order
2022-11-05,2022-11-06,SA1745,TS013,In Order
2022-11-05,2022-11-06,SA1745,TS015,In Order
2022-11-05,2022-11-06,SA2322,TS001,In Order
2022-11-05,2022-11-06,SA1652,TS003,In Order
2022-11-05,2022-11-06,SA1707,TS001,In Order
2022-11-05,2022-11-06,SA1706,TS001,In Order
2022-11-05,2022-11-06,SA1860,TS058,In Order
2022-11-05,2022-11-06,SA2114,TS003,In Order
2022-11-05,2022-11-06,SA20307,TS001,In Order
2022-11-05,2022-11-06,SA3110,Dead tree 1,In Order
2022-11-05,2022-11-06,SA3110,Dead tree 2,In Order
2022-11-06,2022-11-07,SA1745,TS008,In Order
2022-11-06,2022-11-07,SA1745,TS013,In Order
2022-11-06,2022-11-07,SA1745,TS015,", Follow-Up (Trend) day1: 0.00846 day2: 0.00426"
2022-11-06,2022-11-07,SA2322,TS001,In Order
2022-11-06,2022-11-07,SA1652,TS003,In Order
2022-11-06,2022-11-07,SA1707,TS001,In Order
2022-11-06,2022-11-07,SA1706,TS001,In Order
2022-11-06,2022-11-07,SA1860,TS058,In Order
2022-11-06,2022-11-07,SA2114,TS003,Follow-Up (Sway): F = 1.11450 day1: 4.33459 day2: 4.83093
2022-11-06,2022-11-07,SA20307,TS001,In Order
2022-11-06,2022-11-07,SA3110,Dead tree 1,In Order
2022-11-06,2022-11-07,SA3110,Dead tree 2,In Order
2022-11-07,2022-11-08,SA1745,TS008,In Order
2022-11-07,2022-11-08,SA1745,TS013,In Order
2022-11-07,2022-11-08,SA1745,TS015,", Follow-Up (Trend) day1: 0.00426 day2: -0.0068"
2022-11-07,2022-11-08,SA2322,TS001,In Order
2022-11-07,2022-11-08,SA1652,TS003,In Order
2022-11-07,2022-11-08,SA1707,TS001,In Order
2022-11-07,2022-11-08,SA1706,TS001,In Order
2022-11-07,2022-11-08,SA1860,TS058,In Order
2022-11-07,2022-11-08,SA2114,TS003,In Order
2022-11-07,2022-11-08,SA20307,TS001,In Order
2022-11-07,2022-11-08,SA3110,Dead tree 1,", Follow-Up (Trend) day1: -0.0539 day2: -0.0416"
2022-11-07,2022-11-08,SA3110,Dead tree 2,In Order
2022-11-08,2022-11-09,SA1745,TS008,In Order
2022-11-08,2022-11-09,SA1745,TS013,In Order
2022-11-08,2022-11-09,SA1745,TS015,", Follow-Up (Trend) day1: -0.0068 day2: 0.01145"
2022-11-08,2022-11-09,SA2322,TS001,In Order
2022-11-08,2022-11-09,SA1652,TS003,In Order
2022-11-08,2022-11-09,SA1707,TS001,In Order
2022-11-08,2022-11-09,SA1706,TS001,In Order
2022-11-08,2022-11-09,SA1860,TS058,In Order
2022-11-08,2022-11-09,SA2114,TS003,In Order
2022-11-08,2022-11-09,SA20307,TS001,In Order
2022-11-08,2022-11-09,SA3110,Dead tree 1,In Order
2022-11-08,2022-11-09,SA3110,Dead tree 2,", Follow-Up (Trend) day1: -0.2512 day2: -0.0524"
2022-11-09,2022-11-10,SA1745,TS008,In Order
2022-11-09,2022-11-10,SA1745,TS013,In Order
2022-11-09,2022-11-10,SA1745,TS015,In Order
2022-11-09,2022-11-10,SA2322,TS001,In Order
2022-11-09,2022-11-10,SA1652,TS003,In Order
2022-11-09,2022-11-10,SA1707,TS001,In Order
2022-11-09,2022-11-10,SA1706,TS001,In Order
2022-11-09,2022-11-10,SA1860,TS058,In Order
2022-11-09,2022-11-10,SA2114,TS003,In Order
2022-11-09,2022-11-10,SA20307,TS001,In Order
2022-11-09,2022-11-10,SA3110,Dead tree 1,In Order
2022-11-09,2022-11-10,SA3110,Dead tree 2,In Order
2022-11-09,2022-11-10,SA1087,TS002,In Order
2022-11-10,2022-11-11,SA1745,TS008,In Order
2022-11-10,2022-11-11,SA1745,TS013,In Order
2022-11-10,2022-11-11,SA1745,TS015,In Order
2022-11-10,2022-11-11,SA2322,TS001,In Order
2022-11-10,2022-11-11,SA1652,TS003,In Order
2022-11-10,2022-11-11,SA1707,TS001,In Order
2022-11-10,2022-11-11,SA1706,TS001,In Order
2022-11-10,2022-11-11,SA1860,TS058,In Order
2022-11-10,2022-11-11,SA2114,TS003,In Order
2022-11-10,2022-11-11,SA20307,TS001,In Order
2022-11-10,2022-11-11,SA3110,Dead tree 1,", Follow-Up (Trend) day1: -0.0364 day2: -0.0332"
2022-11-10,2022-11-11,SA3110,Dead tree 2,In Order
2022-11-10,2022-11-11,SA1087,TS002,In Order
2022-11-11,2022-11-12,SA1745,TS008,In Order
2022-11-11,2022-11-12,SA1745,TS013,In Order
2022-11-11,2022-11-12,SA1745,TS015,In Order
2022-11-11,2022-11-12,SA2322,TS001,In Order
2022-11-11,2022-11-12,SA1652,TS003,In Order
2022-11-11,2022-11-12,SA1707,TS001,In Order
2022-11-11,2022-11-12,SA1706,TS001,In Order
2022-11-11,2022-11-12,SA1860,TS058,In Order
2022-11-11,2022-11-12,SA2114,TS003,In Order
2022-11-11,2022-11-12,SA20307,TS001,In Order
2022-11-11,2022-11-12,SA3110,Dead tree 1,", Follow-Up (Trend) day1: -0.0332 day2: 0.00074"
2022-11-11,2022-11-12,SA3110,Dead tree 2,In Order
2022-11-11,2022-11-12,SA1087,TS002,In Order
2022-11-12,2022-11-13,SA1745,TS008,In Order
2022-11-12,2022-11-13,SA1745,TS013,In Order
2022-11-12,2022-11-13,SA1745,TS015,", Follow-Up (Trend) day1: 0.01271 day2: 0.00720"
2022-11-12,2022-11-13,SA2322,TS001,In Order
2022-11-12,2022-11-13,SA1652,TS003,In Order
2022-11-12,2022-11-13,SA1707,TS001,In Order
2022-11-12,2022-11-13,SA1706,TS001,In Order
2022-11-12,2022-11-13,SA1860,TS058,In Order
2022-11-12,2022-11-13,SA2114,TS003,In Order
2022-11-12,2022-11-13,SA20307,TS001,In Order
2022-11-12,2022-11-13,SA3110,Dead tree 1,In Order
2022-11-12,2022-11-13,SA3110,Dead tree 2,In Order
2022-11-12,2022-11-13,SA1087,TS002,In Order
2022-11-13,2022-11-14,SA1745,TS008,In Order
2022-11-13,2022-11-14,SA1745,TS013,In Order
2022-11-13,2022-11-14,SA1745,TS015,In Order
2022-11-13,2022-11-14,SA2322,TS001,In Order
2022-11-13,2022-11-14,SA1652,TS003,In Order
2022-11-13,2022-11-14,SA1707,TS001,In Order
2022-11-13,2022-11-14,SA1706,TS001,In Order
2022-11-13,2022-11-14,SA1860,TS058,In Order
2022-11-13,2022-11-14,SA2114,TS003,In Order
2022-11-13,2022-11-14,SA20307,TS001,In Order
2022-11-13,2022-11-14,SA3110,Dead tree 1,", Follow-Up (Trend) day1: 0.00137 day2: -0.0087"
2022-11-13,2022-11-14,SA3110,Dead tree 2,In Order
2022-11-13,2022-11-14,SA1087,TS002,In Order
2022-11-14,2022-11-15,SA1745,TS008,In Order
2022-11-14,2022-11-15,SA1745,TS013,In Order
2022-11-14,2022-11-15,SA1745,TS015,In Order
2022-11-14,2022-11-15,SA2322,TS001,In Order
2022-11-14,2022-11-15,SA1652,TS003,In Order
2022-11-14,2022-11-15,SA1707,TS001,In Order
2022-11-14,2022-11-15,SA1706,TS001,In Order
2022-11-14,2022-11-15,SA1860,TS058,In Order
2022-11-14,2022-11-15,SA2114,TS003,In Order
2022-11-14,2022-11-15,SA20307,TS001,In Order
2022-11-14,2022-11-15,SA3110,Dead tree 1,In Order
2022-11-14,2022-11-15,SA3110,Dead tree 2,In Order
2022-11-14,2022-11-15,SA1087,TS002,In Order
2022-11-15,2022-11-16,SA1745,TS008,In Order
2022-11-15,2022-11-16,SA1745,TS013,In Order
2022-11-15,2022-11-16,SA1745,TS015,In Order
2022-11-15,2022-11-16,SA2322,TS001,In Order
2022-11-15,2022-11-16,SA1652,TS003,In Order
2022-11-15,2022-11-16,SA1707,TS001,In Order
2022-11-15,2022-11-16,SA1706,TS001,In Order
2022-11-15,2022-11-16,SA1860,TS058,In Order
2022-11-15,2022-11-16,SA2114,TS003,In Order
2022-11-15,2022-11-16,SA20307,TS001,In Order
2022-11-15,2022-11-16,SA3110,Dead tree 1,In Order
2022-11-15,2022-11-16,SA3110,Dead tree 2,", Follow-Up (Trend) day1: -0.0509 day2: -0.1108"
2022-11-15,2022-11-16,SA1087,TS002,In Order
2022-11-16,2022-11-17,SA1745,TS008,In Order
2022-11-16,2022-11-17,SA1745,TS013,In Order
2022-11-16,2022-11-17,SA1745,TS015,In Order
2022-11-16,2022-11-17,SA2322,TS001,In Order
2022-11-16,2022-11-17,SA1652,TS003,Follow-Up (Sway): F = 1.00593 day1: 5.39770 day2: 5.42971
2022-11-16,2022-11-17,SA1707,TS001,In Order
2022-11-16,2022-11-17,SA1706,TS001,Follow-Up (Sway): F = 1.01919 day1: 5.45639 day2: 5.56114
2022-11-16,2022-11-17,SA1860,TS058,In Order
2022-11-16,2022-11-17,SA2114,TS003,In Order
2022-11-16,2022-11-17,SA20307,TS001,In Order
2022-11-16,2022-11-17,SA3110,Dead tree 1,In Order
2022-11-16,2022-11-17,SA3110,Dead tree 2,In Order
2022-11-16,2022-11-17,SA1087,TS002,In Order
2022-11-17,2022-11-18,SA1745,TS008,In Order
2022-11-17,2022-11-18,SA1745,TS013,No Data
2022-11-17,2022-11-18,SA1745,TS015,No Data
2022-11-17,2022-11-18,SA2322,TS001,", Follow-Up (Trend) day1: 0.04312 day2: 0.05820"
2022-11-17,2022-11-18,SA1652,TS003,In Order
2022-11-17,2022-11-18,SA1707,TS001,In Order
2022-11-17,2022-11-18,SA1706,TS001,In Order
2022-11-17,2022-11-18,SA1860,TS058,In Order
2022-11-17,2022-11-18,SA2114,TS003,In Order
2022-11-17,2022-11-18,SA20307,TS001,In Order
2022-11-17,2022-11-18,SA3110,Dead tree 1,In Order
2022-11-17,2022-11-18,SA3110,Dead tree 2,In Order
2022-11-17,2022-11-18,SA1087,TS002,In Order
2022-11-18,2022-11-19,SA1745,TS008,", Follow-Up (Trend) day1: 0.09450 day2: 0.09510"
2022-11-18,2022-11-19,SA1745,TS013,In Order
2022-11-18,2022-11-19,SA1745,TS015,In Order
2022-11-18,2022-11-19,SA2322,TS001,In Order
2022-11-18,2022-11-19,SA1652,TS003,In Order
2022-11-18,2022-11-19,SA1707,TS001,In Order
2022-11-18,2022-11-19,SA1706,TS001,In Order
2022-11-18,2022-11-19,SA1860,TS058,In Order
2022-11-18,2022-11-19,SA2114,TS003,In Order
2022-11-18,2022-11-19,SA20307,TS001,In Order
2022-11-18,2022-11-19,SA3110,Dead tree 1,In Order
2022-11-18,2022-11-19,SA3110,Dead tree 2,In Order
2022-11-18,2022-11-19,SA1087,TS002,In Order
2022-11-19,2022-11-20,SA1745,TS008,In Order
2022-11-19,2022-11-20,SA1745,TS013,In Order
2022-11-19,2022-11-20,SA1745,TS015,", Follow-Up (Trend) day1: 0.00779 day2: 0.01332"
2022-11-19,2022-11-20,SA2322,TS001,In Order
2022-11-19,2022-11-20,SA1652,TS003,In Order
2022-11-19,2022-11-20,SA1707,TS001,In Order
2022-11-19,2022-11-20,SA1706,TS001,", Follow-Up (Trend) day1: 0.05708 day2: 0.07933"
2022-11-19,2022-11-20,SA1860,TS058,In Order
2022-11-19,2022-11-20,SA2114,TS003,In Order
2022-11-19,2022-11-20,SA20307,TS001,In Order
2022-11-19,2022-11-20,SA3110,Dead tree 1,In Order
2022-11-19,2022-11-20,SA3110,Dead tree 2,In Order
2022-11-19,2022-11-20,SA1087,TS002,In Order
2022-11-20,2022-11-21,SA1745,TS008,In Order
2022-11-20,2022-11-21,SA1745,TS013,In Order
2022-11-20,2022-11-21,SA1745,TS015,In Order
2022-11-20,2022-11-21,SA2322,TS001,In Order
2022-11-20,2022-11-21,SA1652,TS003,Follow-Up (Sway): F = 1.01796 day1: 5.25511 day2: 5.34952
2022-11-20,2022-11-21,SA1707,TS001,In Order
2022-11-20,2022-11-21,SA1706,TS001,", Follow-Up (Trend) day1: 0.07933 day2: 0.09070"
2022-11-20,2022-11-21,SA1860,TS058,In Order
2022-11-20,2022-11-21,SA2114,TS003,Follow-Up (Sway): F = 1.00230 day1: 4.14067 day2: 4.15021
2022-11-20,2022-11-21,SA20307,TS001,Follow-Up (Sway): F = 1.08372 day1: 5.33845 day2: 5.78539
2022-11-20,2022-11-21,SA3110,Dead tree 1,Follow-Up (Sway): F = 1.02367 day1: 4.59800 day2: 4.70687
2022-11-20,2022-11-21,SA3110,Dead tree 2,Follow-Up (Sway): F = 1.03405 day1: 4.96045 day2: 5.12938
2022-11-20,2022-11-21,SA1087,TS002,In Order
2022-11-21,2022-11-22,SA1745,TS008,In Order
2022-11-21,2022-11-22,SA1745,TS013,In Order
2022-11-21,2022-11-22,SA1745,TS015,In Order
2022-11-21,2022-11-22,SA2322,TS001,In Order
2022-11-21,2022-11-22,SA1652,TS003,In Order
2022-11-21,2022-11-22,SA1707,TS001,In Order
2022-11-21,2022-11-22,SA1706,TS001,In Order
2022-11-21,2022-11-22,SA1860,TS058,In Order
2022-11-21,2022-11-22,SA2114,TS003,In Order
2022-11-21,2022-11-22,SA20307,TS001,In Order
2022-11-21,2022-11-22,SA3110,Dead tree 1,In Order
2022-11-21,2022-11-22,SA3110,Dead tree 2,In Order
2022-11-21,2022-11-22,SA1087,TS002,In Order
2022-11-22,2022-11-23,SA1745,TS008,In Order
2022-11-22,2022-11-23,SA1745,TS013,In Order
